0,1,2,3,4,5,6,7
0.9702194,0.9833192,0.9889419,0.98220414,0.9612898,0.9924953,0.98848677,0.98844916
0.99827707,0.99861,0.9930855,0.9998056,0.9921713,0.99848443,0.9940217,0.99502975
0.9963644,0.99769443,0.99789363,0.9985998,0.998231,0.9975431,0.99189526,0.9981152
0.99171793,0.9926416,0.9903714,0.95983607,0.98713464,0.9899067,0.9776604,0.971015
0.9864334,0.9694614,0.98327935,0.966299,0.95499337,0.9929153,0.99504626,0.97714645
0.9859585,0.98542386,0.987817,0.9997069,0.9772463,0.99940073,0.9912214,0.98506355
0.9760049,0.9530646,0.9662384,0.94829893,0.9539817,0.96700376,0.9690935,0.93850034
0.9989285,0.9974044,0.9956411,0.99835384,0.99752444,0.9983575,0.98896945,0.9982337
0.9961629,0.98758405,0.9878214,0.9915011,0.9524849,0.9776594,0.9889237,0.98533
0.98672557,0.9794103,0.9852705,0.9850258,0.98282087,0.989678,0.9793885,0.9718198
0.97441417,0.98091805,0.9784551,0.98446816,0.9763234,0.9955916,0.98318267,0.9905662
0.9949527,0.9982767,0.9979418,0.99825495,0.9982482,0.998145,0.9975696,0.9953283
0.9374449,0.94644433,0.92872375,0.9784062,0.9520431,0.9551158,0.9493553,0.97296244
0.99047077,0.99290895,0.9942252,0.9901782,0.9610895,0.99675685,0.9899663,0.9873445
0.99174774,0.9872994,0.9920723,0.9855318,0.98928845,0.9913803,0.97588366,0.9840814
0.9982377,0.99604404,0.99763155,0.9980262,0.9991327,0.9971527,0.9982449,0.99855274
0.98408127,0.98768824,0.9897182,0.98908174,0.9967589,0.9990553,0.9910541,0.96356434
0.9879562,0.9783085,0.9720242,0.9682017,0.97247946,0.99062914,0.9840717,0.9841614
0.9921598,0.9972778,0.9885479,0.9916466,0.98986024,0.9862862,0.998187,0.9952625
0.9887783,0.9903232,0.9879693,0.9902536,0.98301816,0.9950315,0.99701774,0.9963457
0.9984524,0.99712497,0.99824667,0.9951917,0.99386865,0.9956896,0.99423534,0.989682
0.9843275,0.9872224,0.9825141,0.9915467,0.9926756,0.99810225,0.9862345,0.9924885
0.9977447,0.99672925,0.9920671,0.99527836,0.9976928,0.99744284,0.9912884,0.9963547
0.9527663,0.97012615,0.96891594,0.98518676,0.9701853,0.9908635,0.966219,0.98461884
0.99490225,0.99753404,0.9953129,0.9960452,0.99562365,0.9984977,0.99627244,0.9837998
0.9690727,0.98233837,0.96172357,0.9612888,0.9805382,0.9610161,0.9732999,0.9812515
0.9888735,0.99349916,0.9975534,0.9963636,0.9985233,0.9946819,0.9961682,0.99784124
0.9948125,0.9845569,0.9832908,0.98128325,0.97665536,0.9718086,0.9969388,0.9817184
0.977639,0.98663133,0.9832019,0.96015245,0.96956575,0.94278353,0.97284365,0.97898006
0.99777895,0.9798242,0.9740588,0.97654164,0.9427436,0.9677913,0.99491704,0.9665169
0.9699267,0.9865421,0.9847733,0.95928514,0.9516979,0.96841204,0.99122894,0.94350153
0.9957046,0.98693407,0.99563307,0.9913539,0.99743646,0.9981774,0.98561907,0.9955545
0.9962263,0.99662966,0.9984006,0.99212086,0.99774617,0.9886502,0.99870133,0.9957004
0.976499,0.93824935,0.9679769,0.9707088,0.9655096,0.9884998,0.95346373,0.96232396
0.9937686,0.99833626,0.99580884,0.98880416,0.97889847,0.98889333,0.9966028,0.98911893
0.96391,0.97675145,0.98983127,0.9992299,0.9390623,0.9924361,0.96505696,0.9769586
0.98656625,0.97392046,0.9673779,0.96448976,0.91759825,0.9693189,0.95017636,0.9545509
0.55017936,0.7662841,0.6571504,0.023850555,0.8887803,0.31208175,0.7415956,0.38013667
0.4537505,0.074544966,0.13345462,0.13455078,0.87360495,0.0984049,0.0015512361,0.4164285
0.03167943,0.69635695,0.07552188,0.014776568,0.009540371,0.20028217,0.020307815,0.041875023
0.34801987,0.17573616,0.16904476,0.5902919,0.3767148,0.54170424,0.1987975,0.867441
0.95486236,0.4194164,0.8902277,0.4945978,0.6882713,0.3079308,0.15082255,0.7503001
0.17845066,0.056574494,0.08541724,0.12706213,0.017764207,0.0755894,0.63084733,0.006066279
0.50859344,0.7751736,0.19937754,0.114915,0.13579051,0.009487106,0.5624253,0.005190594
0.4287324,0.26407352,0.02750706,0.04250451,0.09110869,0.0629077,0.37054223,0.009693154
0.018654551,0.15828702,0.00697749,0.04866074,0.47202736,0.31767407,0.33535114,0.00424773
0.22562909,0.048402082,0.13266924,0.6383608,0.05512623,0.05467915,0.09334148,0.02762735
0.390822,0.0154629275,0.036473937,0.8803207,0.123238906,0.026335752,0.48994163,0.9506311
0.060019914,0.009733365,0.11575077,0.0033339872,0.0035130768,0.011480539,0.02354146,0.021963194
0.019511411,0.9300782,0.16528432,0.043118235,0.14785348,0.7349988,0.03773185,0.011120219
0.028962286,0.09495595,0.27393046,0.7781686,0.9796504,0.6196416,0.035901584,0.4725
0.54022014,0.7240334,0.68000895,0.24515231,0.092762776,0.11077839,0.5756433,0.13337684
0.017565573,0.036544032,0.0677888,0.27398467,0.16461188,0.28100103,0.16689843,0.066170864
0.052964594,0.13324006,0.0071816095,0.63008535,0.026448907,0.014971375,0.0037502812,0.75293726
0.91130143,0.3250835,0.40882447,0.25182065,0.7325801,0.04017028,0.4972288,0.38141105
0.023420347,0.030724643,0.029621542,0.027469397,0.0010867314,0.0031930264,0.015113805,0.009568627
0.040911496,0.012043767,0.34097877,0.080587685,0.6716816,0.44594136,0.027036613,0.0905002
0.11887282,0.08326813,0.0039135986,0.6589046,0.045218512,0.013203821,0.033518255,0.79150575
0.83213216,0.4583416,0.3154079,0.8654233,0.2494926,0.01127465,0.00967324,0.83278114
0.37438175,0.09682278,0.12450498,0.009847578,0.0041408525,0.010048621,0.066317886,0.0010976034
0.101567335,0.93121934,0.87621206,0.39550668,0.23897627,0.932357,0.99231356,0.101674125
0.35148415,0.020656114,0.09831809,0.121380985,0.067025565,0.0065306495,0.55630434,0.8852698
0.15657328,0.14827353,0.2755526,0.030289792,0.009917798,0.0022018913,0.022411887,0.27951866
0.110547505,0.57795924,0.4427005,0.010564376,0.016282516,0.052847154,0.023148067,0.32838622
0.9193997,0.3432772,0.017582787,0.18013935,0.5388165,0.389951,0.9837458,0.88398963
0.98868775,0.27213717,0.8085379,0.95224303,0.79444635,0.05177018,0.037276708,0.63172287
0.8755861,0.9295986,0.98679125,0.7441137,0.94046444,0.2995465,0.8465377,0.9194349
0.08636651,0.010146098,0.013242484,0.8391114,0.0076019764,0.124925435,0.32206511,0.010608434
0.7629192,0.91943735,0.058717147,0.01593861,0.44459823,0.038566545,0.029501462,0.073964514
0.42015576,0.10447855,0.051603068,0.11323423,0.0041097556,0.012250556,0.28492483,0.00881095
0.017054947,0.6089813,0.0055667455,0.8947041,0.22930916,0.45612144,0.055417165,0.7203325
0.008862538,0.09777168,0.12863837,0.04490773,0.00921045,0.035739936,0.012142383,0.42741573
0.027388833,0.002874736,0.0051715127,0.07615913,0.015708921,0.006353418,0.0119071985,0.09769659
0.0048828213,0.013144044,0.0072038956,0.27490997,0.39386278,0.42533576,0.007197562,0.54263604
0.94931567,0.025857195,0.6285469,0.9561696,0.92608804,0.1961443,0.9648523,0.97422576
0.014083204,0.4824313,0.02013388,0.01083408,0.07970124,0.020745462,0.0224597,0.36101666
0.02057491,0.28007764,0.06757194,0.04050235,0.079343036,0.010971218,0.012754462,0.0027229656
0.122424684,0.6972007,0.45261216,0.0013270141,0.034854602,0.005622081,0.29820195,0.00195223
0.023234721,0.7723031,0.06796244,0.20239145,0.7326275,0.83045954,0.8282726,0.6099724
0.01419731,0.5833309,0.86560076,0.036732186,0.67034787,0.09398092,0.059400223,0.019785944
0.83724093,0.10920519,0.157831,0.04977032,0.006674053,0.015076863,0.018965594,0.80562437
0.005285471,0.009778394,0.0017927694,0.002655286,0.005150111,0.0012243988,0.016748212,0.0008869658
0.9269065,0.03407893,0.9839998,0.85134995,0.94506747,0.97778076,0.7296692,0.98132986
0.0027457061,0.0029423453,0.0010130652,0.011520094,0.0028249049,0.048273005,0.0017761952,0.05771906
0.5075051,0.756362,0.04624053,0.8195689,0.725721,0.95889014,0.037028097,0.28404528
0.27995998,0.2827933,0.65228754,0.9383519,0.01935962,0.9757986,0.366329,0.13994566
0.015270132,0.6014233,0.22518016,0.027153969,0.85146254,0.5417641,0.10578681,0.05612943
0.1150848,0.07776417,0.3504076,0.00281358,0.0008682804,0.0076733073,0.02686768,0.00445418
0.6119455,0.3379562,0.44818583,0.9321017,0.7400909,0.6140944,0.6752375,0.79403
0.23172195,0.636648,0.37997007,0.006440824,0.27345562,0.80793935,0.6258641,0.026505295
0.005241879,0.1010727,0.0084916,0.018687371,0.0014476699,0.06564229,0.011348877,0.004615941
0.027433159,0.02571732,0.031223733,0.3335783,0.07843555,0.15239488,0.039893813,0.19535625
0.30080158,0.47143862,0.5539313,0.62514377,0.04297009,0.10620876,0.04239229,0.83630073
0.034762774,0.26624796,0.021017538,0.016919252,0.34533146,0.021408431,0.30833593,0.040358346
0.41571337,0.4254468,0.7242994,0.20190974,0.23075822,0.29499668,0.07298219,0.07737607
0.03094503,0.063852295,0.06770315,0.07589237,0.077779576,0.001692466,0.03168702,0.27462167
0.022785526,0.14981449,0.06492739,0.007047309,0.0115802325,0.0060148262,0.06515233,0.02091974
0.0067158607,0.022901291,0.087951556,0.032358035,0.08137547,0.070651636,0.03556056,0.053116515
0.7303058,0.4199846,0.096448965,0.92539686,0.69078314,0.62802273,0.69309306,0.4468389
0.0025777882,0.0028031562,0.0022515752,0.004689047,0.0048460513,0.011050482,0.003283699,0.019727638
0.9269065,0.03407893,0.9788486,0.8539997,0.9553318,0.9579351,0.68404967,0.96391356
0.001948317,0.00687158,0.0013080413,0.0035977692,0.013822215,0.0009942652,0.0030558812,0.010039802
0.0070439037,0.017923463,0.20027527,0.038942978,0.0018729655,0.004021061,0.009052929,0.0036875217
0.055938452,0.06972223,0.008862995,0.76793826,0.6646549,0.20160003,0.015653418,0.24819025
0.8486283,0.9440088,0.07362721,0.59783375,0.74977577,0.8272148,0.7306005,0.11167381
0.21704233,0.102544636,0.07143883,0.48156247,0.08505496,0.2632681,0.5137373,0.16001548
0.8526088,0.84317344,0.78535366,0.8791667,0.9091836,0.9266863,0.8945119,0.8357231
0.9611564,0.058907572,0.21697234,0.2908593,0.25282824,0.024793439,0.03914951,0.20259793
0.69864804,0.3949799,0.4881432,0.0571859,0.2808622,0.04832551,0.45947877,0.017664386
0.7734949,0.55690825,0.31491742,0.0015369904,0.0066479202,0.0013635372,0.010137453,0.013490392
0.006138194,0.15382855,0.088198386,0.013549499,0.005448978,0.107027866,0.07289577,0.003409911
0.001964483,0.0019918925,0.0010612346,0.007272638,0.009010094,0.027259737,0.0019866007,0.0028324153
0.24246337,0.0049597383,0.018974477,0.0031915514,0.0018225663,0.3350992,0.002646274,0.004478488
0.064125404,0.0019419453,0.0027255334,0.007930791,0.0010161187,0.3427014,0.0033815985,0.0033896558
0.030342314,0.7935689,0.019272108,0.003899754,0.6536126,0.10989076,0.022245752,0.16207379
0.0138665885,0.0044402527,0.008300264,0.004925611,0.017490225,0.079418965,0.079213135,0.015439809
0.038945433,0.033462435,0.29688603,0.024581827,0.1705456,0.23512265,0.6141613,0.22057329
0.023781955,0.03288242,0.04511227,0.17597325,0.006683702,0.23505993,0.07393909,0.011390421
0.10213505,0.0272732,0.5931032,0.27459806,0.43771997,0.094490126,0.7097672,0.059225723
0.3865742,0.23952414,0.18730965,0.2971337,0.01594234,0.6920195,0.27496296,0.035775103
0.0012080468,0.7722687,0.010423393,0.14221795,0.003562037,0.08973713,0.26276538,0.14799453
0.04985436,0.53985685,0.95673454,0.060195625,0.94435954,0.83213335,0.9711148,0.09613488
0.9042844,0.80480015,0.9846097,0.39662975,0.8837211,0.7363516,0.95635986,0.03727307
0.10486761,0.3352894,0.1684607,0.018695194,0.018948622,0.0160816,0.011290219,0.017981367
0.011751791,0.048602067,0.011950553,0.0026037772,0.29720634,0.07906587,0.14963806,0.0037896875
0.019139746,0.003361738,0.0045462153,0.021706251,0.002544501,0.40114158,0.010099745,0.01373531
0.19699934,0.98935145,0.95954937,0.62608,0.4250627,0.2761284,0.91923565,0.08030237
0.8877951,0.13374558,0.97561014,0.9719938,0.042595472,0.21277942,0.5847321,0.81896526
0.47874624,0.034246508,0.038044997,0.34256014,0.10334582,0.012846551,0.0023179485,0.89914817
0.12881637,0.109670594,0.6989741,0.018567408,0.111437164,0.016042765,0.044049695,0.23666151
0.05398184,0.06138577,0.08946291,0.035618924,0.0148160225,0.009377362,0.031561375,0.63393277
0.015493448,0.24194792,0.05083298,0.02000499,0.013698752,0.0071965097,0.10180063,0.0028691208
0.032054827,0.010318449,0.06431075,0.009424566,0.13261053,0.021408431,0.564077,0.033120736
0.040408228,0.00457908,0.18519035,0.0036240816,0.004438173,0.00216374,0.0025902882,0.012319659
0.008148549,0.0039648414,0.0049628387,0.008485668,0.008151312,0.013220619,0.007891085,0.044200122
0.814247,0.9047588,0.050781675,0.034441493,0.86352384,0.13846542,0.7325591,0.09898662
0.02672105,0.06624851,0.049964726,0.015346645,0.002678651,0.015040848,0.04571898,0.0036128021
0.011161183,0.91708374,0.36956322,0.010872236,0.88836116,0.5332365,0.9902602,0.04368627
0.0019839788,0.0018019181,0.0009948958,0.007272638,0.007079867,0.027259737,0.0027189597,0.006614888
0.3172379,0.87011343,0.0011134588,0.40994164,0.14353207,0.06493464,0.012588072,0.19289346
0.5779972,0.075278826,0.13262469,0.06296691,0.018636221,0.0041570277,0.47393098,0.35301405
0.022232655,0.002657512,0.0024515828,0.011032512,0.0012177431,0.14253749,0.006248098,0.00574627
0.002153289,0.008584276,0.0025800585,0.012851432,0.016289292,0.021175232,0.00867089,0.01031988
0.052264743,0.048127335,0.04287293,0.0040288563,0.00033114885,0.0028960689,0.0042834952,0.0057539195
0.5357929,0.931639,0.07859444,0.7673985,0.7308646,0.4340657,0.09793545,0.16605015
0.059639625,0.26218003,0.13400787,0.2799741,0.038379762,0.014950878,0.056832388,0.13552167
0.02411803,0.10869714,0.021908492,0.0009867093,0.0015080422,0.003035518,0.07591928,0.0035217179
0.0023595933,0.0021562767,0.0015779156,0.007272638,0.007079867,0.027259737,0.002545547,0.006614888
0.01838341,0.117256105,0.04537332,0.04909234,0.015252753,0.020848662,0.049830403,0.0630414
0.1154202,0.0537024,0.02456634,0.1886639,0.032571334,0.02573321,0.030077966,0.09107127
0.020427242,0.030610267,0.002919977,0.010231118,0.00081810274,0.013658865,0.018117828,0.006023887
0.26920253,0.11882519,0.057439826,0.65669703,0.89575046,0.27902046,0.059994467,0.31466413
0.012458233,0.0071940976,0.0054032677,0.2365658,0.005542172,0.10113934,0.033123363,0.06013317
0.02199467,0.53224546,0.27888644,0.017118726,0.9236807,0.72803897,0.9288308,0.027257359
0.32597765,0.13820325,0.24812476,0.057172574,0.027693326,0.014027032,0.008167763,0.7677424
0.015207642,0.7957398,0.8244819,0.3832523,0.32178915,0.86693627,0.6015145,0.33384916
0.7711711,0.7680318,0.35827354,0.59696656,0.96836185,0.103336535,0.7221168,0.66351813
0.24276818,0.0061902176,0.026666738,0.007875287,0.014091648,0.0046875724,0.07052307,0.01225732
0.13595647,0.28095478,0.06589047,0.040759783,0.27462566,0.16469704,0.88418335,0.20260218
0.010129986,0.0044794427,0.011639263,0.009068157,0.004002473,0.007986845,0.014397166,0.0019148983
0.44236985,0.9670807,0.0054240953,0.7743973,0.8424071,0.95597434,0.8851433,0.9557728
0.004522737,0.08729042,0.009948102,0.0030728579,0.27894843,0.09270735,0.14359413,0.0032622945
0.5440203,0.68172413,0.02770647,0.07570015,0.020154767,0.0051621743,0.07883636,0.0075525753
0.18537652,0.0024640418,0.0014035346,0.008541952,0.0013822055,0.20886537,0.009685128,0.0033896558
0.012257182,0.5907963,0.085477,0.053039916,0.07794944,0.052995495,0.02778518,0.040678836
0.15112403,0.012105546,0.160461,0.038875096,0.01345768,0.08539693,0.019820826,0.43685853
0.0794541,0.4366238,0.3626381,0.03459738,0.70644313,0.27563778,0.20326103,0.4599088
0.8940337,0.2571964,0.76525664,0.96984375,0.86510134,0.030713454,0.019639876,0.9769149
0.9601534,0.050174568,0.45803916,0.06657494,0.006695936,0.02794088,0.5845885,0.048680514
0.4116298,0.023482691,0.585187,0.58577377,0.8105222,0.12970601,0.3171946,0.7831177
0.009906044,0.03413204,0.04557947,0.72999585,0.50175583,0.5001848,0.04057191,0.4321005
0.000672209,0.0027744053,0.0026267436,0.0014706678,0.0075490987,0.0036174685,0.019636566,0.00042219184
0.0026113868,0.008855294,0.013995352,0.0063642343,0.0018685929,0.0058964943,0.0014465379,0.004970309
0.5050071,0.16722016,0.9307703,0.4100364,0.12207751,0.32452103,0.824017,0.33122376
0.1167274,0.7551159,0.09787763,0.723995,0.053742725,0.84217274,0.7931522,0.2650137
0.5637859,0.975316,0.8809425,0.99117965,0.9208384,0.9971693,0.99393785,0.994913
0.7210661,0.6159587,0.0150431665,0.39108208,0.009159114,0.002658995,0.058556452,0.039759893
0.13677846,0.015452217,0.052139368,0.6318209,0.94004583,0.96584934,0.9912254,0.20511793
0.02562258,0.0071147527,0.0106025385,0.013607133,0.0032213556,0.09193483,0.022379288,0.05345122
0.0089751715,0.024576724,0.04022896,0.011983898,0.0031290802,0.0023619584,0.0356333,0.0021171928
0.4612509,0.82826453,0.027428765,0.5555837,0.19938786,0.038758088,0.75893354,0.051455412
0.0128148785,0.2503639,0.09400725,0.0003893371,0.015455252,0.29539737,0.9317315,0.0011952975
0.9417236,0.020324804,0.11783876,0.056733437,0.006259412,0.041995384,0.024519952,0.012145877
0.032241907,0.0064075515,0.005833594,0.09910308,0.24016044,0.11937687,0.0021580306,0.012211267
0.005946022,0.08054576,0.028611962,0.020825667,0.123008296,0.011921187,0.10081431,0.010979437
0.05471219,0.016185656,0.01049617,0.008499023,0.1587104,0.008742657,0.013210558,0.01038553
0.0102991145,0.24379121,0.033513557,0.059729867,0.17118646,0.0052052974,0.01314345,0.7380029
0.04671163,0.47784504,0.2224723,0.8077901,0.003004493,0.049979314,0.046420168,0.5498324
0.19923262,0.16332838,0.5548107,0.7251828,0.9313066,0.95962524,0.14980237,0.9657056
0.9897518,0.9068334,0.97852147,0.15500955,0.7970256,0.2640836,0.9412921,0.062670425
0.92499727,0.013979851,0.73011184,0.03887489,0.006984501,0.023030702,0.21526659,0.05217422
0.040207718,0.32716036,0.054769408,0.00793935,0.0013742789,0.00790829,0.06917072,0.009568627
0.01717667,0.0077962526,0.03443376,0.004568503,0.009781576,0.00327755,0.008894407,0.0025076712
0.79179674,0.80040777,0.047170095,0.16918008,0.020154767,0.0054074256,0.025214031,0.007842795
0.010081803,0.028317818,0.013025258,0.08475995,0.04016443,0.00571011,0.049950376,0.043656815
0.014822454,0.045841385,0.07557572,0.2031543,0.090827644,0.116982795,0.002485301,0.058844484
0.011261714,0.010162969,0.22980848,0.002333175,0.87756675,0.087727204,0.02261427,0.56362915
0.89715815,0.8466067,0.093973085,0.008689309,0.09829235,0.17452411,0.07188339,0.023408005
0.0020242685,0.056911256,0.021587608,0.0038222459,0.21806233,0.2077902,0.10932469,0.00270807
0.17827736,0.085850924,0.5813783,0.28828022,0.023448514,0.034322243,0.016309155,0.1545128
0.013474701,0.5040638,0.034771815,0.037388973,0.8137522,0.029298708,0.0046148216,0.112866215
0.9156631,0.72599226,0.21651262,0.06685914,0.031078577,0.0028550907,0.024509825,0.017231872
0.93100107,0.36832306,0.9320301,0.8820484,0.41087303,0.07508214,0.70825183,0.36389285
0.27196804,0.3606322,0.443437,0.92891747,0.9821962,0.6724679,0.17794663,0.96049696
0.026445964,0.958569,0.2762435,0.0041451138,0.0025976805,0.3030192,0.809553,0.008327796
0.593719,0.3791882,0.11217646,0.17759259,0.007951023,0.27286085,0.16736887,0.1716568
0.0049660634,0.46198076,0.011475059,0.009229105,0.10044175,0.031747766,0.006616872,0.027574915
0.34424287,0.4537291,0.29361454,0.01621166,0.015289761,0.0051201526,0.019925157,0.076359324
0.11495516,0.43272087,0.16839503,0.018324833,0.021355605,0.005833951,0.71369106,0.0042313766
0.92768055,0.22006379,0.15308975,0.018341126,0.12737131,0.33530575,0.05263864,0.107737124
0.8653362,0.81000316,0.7831927,0.8263372,0.07912554,0.009511204,0.37510708,0.6172523
0.8906392,0.9901951,0.9188623,0.08244478,0.03472274,0.5576257,0.9566697,0.10859137
0.020036384,0.24234578,0.030188134,0.0048121177,0.0009947631,0.010145638,0.04164528,0.009568627
0.0080046905,0.10865307,0.06478331,0.1690307,0.22337669,0.15868321,0.60247123,0.23233856
0.055848617,0.2437715,0.102717504,0.28714904,0.050233457,0.12181466,0.06205341,0.94437027
0.49744925,0.93463147,0.79387546,0.9414601,0.9389134,0.97543746,0.9445898,0.49837098
0.28497002,0.87073946,0.9192424,0.18396002,0.609976,0.32552794,0.8360277,0.975345
0.6607994,0.78587645,0.37305436,0.12699308,0.16634226,0.118723035,0.015404384,0.0067024217
0.37600926,0.023763763,0.40673578,0.5612318,0.9243981,0.025441155,0.50200975,0.8279343
0.009758105,0.9715503,0.4931786,0.0071272845,0.08113103,0.13901384,0.91726977,0.009003629
0.9819534,0.9514394,0.9743123,0.088317156,0.043981344,0.6410197,0.95724106,0.013916571
0.021848185,0.059975807,0.42868116,0.7745881,0.70867705,0.086562365,0.21914895,0.36322466
0.83957374,0.31667975,0.648205,0.3933606,0.35206804,0.11663109,0.4271529,0.054929655
0.06656343,0.7800896,0.786247,0.51256007,0.01212752,0.0103267245,0.017916463,0.13959926
0.011920069,0.024576724,0.04146377,0.0048665004,0.0027408297,0.003355132,0.042548478,0.001684803
0.05577696,0.09684292,0.015896952,0.47962475,0.0037792267,0.202417,0.03343939,0.01844914
0.003191858,0.012287794,0.00532422,0.017043991,0.06770864,0.029841986,0.028777923,0.2049186
0.0097761,0.056264073,0.0051880586,0.04090091,0.15116528,0.61765075,0.072936006,0.4403626
0.09774423,0.075026214,0.0022577173,0.52178705,0.043715574,0.5518645,0.011745513,0.12785144
0.021741511,0.6881796,0.9647213,0.041597985,0.9139879,0.93933153,0.6202075,0.026839083
0.34035757,0.030298835,0.027295055,0.076801084,0.05897621,0.09576469,0.047850017,0.008173258
